oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
99000000000;13.01.2020;66,21;103,96;75,6;31,6;57,61;43,12;33,32;151,23;28,79;51,52;40,64;123,7;37,17;295,75;198,09;0;0;187,36;271,35;0;173,03;396,41;246,3;736,68;72,74;564,61;6,08;145,7;79,49;20,26;27,33;86,8;5 829,54;4 967,18;6 052,18;2 706,91;363,88;5 311,98;1 339,07;658,74;1 877,41;2 636,06;1 312,94;1 202,53;1 164,94;776,57;3 164,90;2 917,83;764,23;1 041,41;0;0;2 462,76;497,89;0;392,31;360,1;403,3;210,3;5 688,87;457,01;25 208,69;35,07;1 593,72;417,44;3 092,35;1 973,75;44,52;46,38;46,86;53;35 690,82;23 562,66;2 091,47;31,3
99000000000;14.01.2020;64,73;91,03;76,28;33,87;59,18;41,36;33,26;152,93;28,78;53,04;40,48;125;37,98;290,6;193,95;0;0;187,05;273,24;0;196,62;382,07;247,03;716,26;72,66;545,75;5,63;146,4;81,02;19,61;26,52;76,07;5 806,85;4 946,62;6 029,43;2 631,23;420,79;4 621,95;1 224,94;610,61;1 843,59;2 611,38;1 203,36;1 071,19;1 157,73;668,65;2 570,00;2 486,02;682,93;1 025,96;0;0;2 108,10;510,14;0;328,65;356,43;280,88;218,6;5 594,20;437,65;29 379,00;28,18;1 355,04;362,67;2 751,91;1 895,91;44,51;46,33;46,87;52,99;35 910,57;24 958,19;2 313,83;24,13
99000000000;15.01.2020;64,78;96,58;76,85;33,25;56,8;43,25;33,3;153,08;28,93;53,13;41,2;123,9;37,42;287,25;193,64;0;0;186,32;270,83;0;206,35;392,12;248,66;651,97;73,13;555,45;5,46;145,34;78,86;19,38;25,61;75,76;5 807,88;4 945,47;6 012,62;2 904,81;551,72;5 431,74;1 693,78;967,45;2 117,14;2 833,33;1 333,85;1 198,12;1 214,31;872,95;3 133,90;2 828,19;749,61;1 254,08;0;0;2 624,92;620,88;0;353,03;405,64;317,89;314,36;5 736,33;518,48;38 290,00;30,5;1 664,91;440,21;3 756,25;2 163,00;45,01;46,42;46,91;53;39 539,55;27 640,83;2 838,15;47,62
99000000000;16.01.2020;65,12;85,85;74,91;33,39;63,04;42,07;33,43;151,99;28,92;52,17;41,05;119,7;38,84;288,36;194,7;0;295,2;185,33;269,81;0;210,67;391,92;249,07;620,42;73,31;564,62;5,56;146,42;76,71;19,99;27,98;72,36;5 624,04;4 786,78;5 817,94;2 910,16;548,53;5 547,59;1 532,93;870,63;2 168,23;2 843,02;1 464,55;1 294,55;1 376,29;708,23;3 084,20;3 372,35;752,67;1 318,37;0;122,26;2 712,24;699,82;0;339,76;442,97;335,56;374,8;5 697,80;541,44;34 776,00;36,22;2 039,38;413,58;3 484,12;2 095,02;45,21;46,41;46,97;52,99;39 003,32;26 975,73;3 158,98;40,74
99000000000;17.01.2020;60,47;98,91;76,55;34,71;57,81;45,16;33,4;146,71;28,16;52,39;40,3;123,5;37,05;291,39;195,05;0;257,79;184,23;256,87;0;214,06;391,45;234,59;660,46;72,51;560,4;5,56;141,95;76,2;19,66;26,9;85,75;5 592,06;4 749,53;5 803,09;3 382,02;541,68;5 825,73;1 971,39;824,64;2 311,22;3 166,42;1 919,32;1 509,63;1 143,18;805,36;3 571,90;2 540,53;806,11;1 200,25;0;192,75;2 910,44;1 007,31;0;427,81;516,61;615,66;293,37;6 878,64;682,44;36 326,50;44,05;2 215,64;539,34;3 780,41;2 103,46;44,46;46,42;46,97;53,01;35 527,90;26 091,98;2 438,09;11,98
99000000000;18.01.2020;65,04;117,81;77,34;34,61;56,78;47,46;33,62;146,69;29,06;52,3;39,78;123,4;37,14;284,08;196,61;0;251,72;192,17;267,74;0;216,39;385,36;236,61;573,4;73,11;570,9;5,96;141,97;77,14;23,7;30,08;79,29;5 625,12;4 777,65;5 799,38;2 956,67;512,59;4 553,71;1 920,95;1 231,60;1 840,77;3 559,97;2 128,34;1 553,37;1 641,60;955,32;3 740,50;2 643,97;720,22;1 099,13;0;178,42;3 009,01;949,82;0;344,43;437,38;406,53;448,01;5 854,56;658,01;38 470,00;30,63;1 974,63;526,52;3 472,10;2 103,60;45,26;46,45;47,09;52,99;31 089,94;17 926,32;1 510,65;63,58
99000000000;19.01.2020;66,12;107,59;75,03;32,17;65,78;46,05;33,26;148,77;28,15;50,94;38,43;124,4;35,84;304,02;187,35;0;0;183,44;268,61;0;216,49;375,94;233,12;686,75;72,21;574,2;5,79;0;78,26;19,45;26,72;73,1;5 567,88;4 731,27;5 789,99;2 429,15;447,63;4 244,32;1 808,32;710,43;1 728,00;2 857,77;1 473,14;1 226,86;1 106,03;745,51;3 042,10;2 109,51;636,46;957,61;0;0;2 275,21;550,81;0;276,93;281,6;324,73;222,84;5 472,99;470,96;34 544,00;0;1 655,19;517,37;2 951,78;1 540,43;44,48;46,46;47,08;52,98;23 233,61;16 138,06;1 387,13;19,46
99000000000;20.01.2020;68,82;100,81;75,73;32,47;62,17;45,47;35,04;163,49;28,81;51,29;38,64;124,1;36,92;307,24;190,54;0;295,82;188,04;264,61;0;209,62;390,3;240,22;692,86;72,68;571,9;5,57;0;79,32;19,68;27,17;77,86;5 688,89;4 837,05;5 916,35;2 348,13;440,29;5 034,77;1 118,27;727,58;1 721,87;2 182,62;1 172,78;1 083,76;1 204,36;691,5;2 717,20;2 300,82;615,21;1 109,06;0;113,91;2 149,34;551,62;0;269,63;371,85;296,37;240,77;5 544,52;460,68;31 356,00;0;1 504,74;386,13;2 996,77;1 797,88;44,73;46,39;47,07;53;25 265,07;14 282,50;1 217,20;33,96
99000000000;21.01.2020;64,91;90,99;76,57;32,83;50,53;43,49;33,99;165,91;29,94;52,53;38,84;124,7;36,38;298,49;193,04;0;0;183,84;259,66;0;214,8;393,37;249,75;638,83;72,66;567,02;5,52;143,29;79,65;19,99;26,18;75,97;5 662,23;4 812,19;5 887,58;2 590,66;519,95;6 256,80;1 421,33;835,93;1 898,35;2 957,85;1 167,43;1 258,58;1 278,35;846,45;3 215,00;2 385,36;686,01;1 145,34;0;0;2 323,74;734,3;0;274,43;404,99;316,54;273,58;5 932,90;520,55;32 390,00;29,31;1 685,69;426,33;2 916,28;2 046,30;45,34;46,42;47,06;53;27 956,78;14 706,42;1 287,93;28,52
99000000000;22.01.2020;63,55;97,88;75,82;32,77;58,15;45,2;33,88;167,47;30,06;51,66;38,79;123,3;36,75;263,86;194,04;0;194,07;188,69;268,15;0;222,86;393,86;242,47;723,53;72,97;564,85;5,54;136,03;76,99;20,1;25,43;77,79;5 548,74;4 710,85;5 778,94;2 669,12;434,45;6 240,65;1 397,67;855,39;1 841,60;2 924,27;1 038,42;1 256,32;1 223,60;817,05;2 896,20;3 324,03;824,13;1 304,27;0;147,86;2 400,39;707,72;0;312,44;447,56;432,78;246,82;5 706,70;542,88;32 424,00;34,25;1 451,95;573,72;3 126,52;1 979,25;44,62;46,42;46,94;52,99;34 475,91;22 395,01;2 535,66;29,76
99000000000;23.01.2020;66,12;97,94;76,01;34,08;51,52;42,44;34,86;165,88;30,75;55,48;38,32;119;36,77;285,81;194,13;0;329,36;186,35;267,47;0;206,12;395,87;249,27;673,41;73,1;564,66;5,54;149,51;78,44;18,93;25,74;71,51;5 721,76;4 870,04;5 921,94;2 476,32;404,15;5 764,70;1 462,16;743,06;1 879,54;2 585,38;1 208,65;1 141,59;1 171,37;855,58;3 350,50;2 465,69;654,94;1 042,13;0;227,43;2 379,22;596,3;0;327,15;399,4;363,66;290,52;5 340,64;525,68;32 445,00;30,54;1 528,31;517,36;2 867,89;1 636,35;45,11;46,41;46,94;52,99;36 817,84;23 984,38;2 039,38;99,89
99000000000;24.01.2020;65,17;105,24;78;37,75;54,34;41,05;33,61;166,27;31,04;52,82;38,29;117,2;36,86;287,45;201,55;0;254,24;186,53;268,53;0;199,4;390,33;248,84;734,4;72,94;571,21;5,6;150,61;78,75;20,37;24,69;91,46;5 636,39;4 792,12;5 826,87;2 716,34;476,77;5 942,70;1 589,56;1 036,41;2 185,68;3 466,68;1 604,48;1 440,37;1 559,22;919,56;4 072,00;2 476,30;754,25;1 247,07;0;160,72;2 934,51;823,29;0;448,68;455,13;387,25;279,47;6 211,38;680,07;37 692,40;38,17;1 739,09;425,23;3 155,01;2 031,13;44,59;46,55;47,04;53;36 938,72;29 550,23;2 847,87;48,11
99000000000;25.01.2020;68,69;108;77,73;33,75;50,04;44,51;34,27;161,21;31;52,33;39,34;122,8;36,11;288,14;190,89;0;354,69;193,09;271,66;0;203,62;385,49;249,21;685,14;72,93;572,74;5,62;134,24;78,52;20,45;26,19;85,67;5 804,28;4 940,30;6 001,11;2 720,08;479,84;4 676,38;2 120,63;1 036,15;2 026,46;3 610,61;1 796,31;1 548,12;1 623,60;804,08;4 040,90;2 547,84;686,44;1 115,09;0;138,86;2 928,09;840,41;0;395,51;410,68;393,68;353,62;5 892,60;636,64;39 295,00;44,51;1 738,95;487,37;3 350,69;2 036,55;44,59;46,56;47,05;52,99;36 169,03;26 799,10;2 225,11;73,5
99000000000;26.01.2020;69,95;111,63;75,69;33,6;54,86;50,18;33,7;158,25;30,32;49,05;39,14;120,9;35,75;272,51;194,54;0;296,71;175,51;269,41;0;207,14;385,67;245,18;738,39;72,16;564,64;5,33;135,45;80,08;19,77;25,46;72,84;5 625,11;4 782,02;5 842,37;2 218,98;409,49;4 235,05;1 568,10;775,39;1 655,89;3 085,40;1 233,01;1 322,75;1 322,59;787,54;2 933,40;2 495,81;626,41;977,84;0;111,21;2 306,04;570,1;0;274,76;310,75;272,83;257,74;6 390,93;477,53;37 460,00;36,25;1 429,37;600,37;2 851,91;1 564,38;44,61;46,57;47,05;53;29 495,23;22 967,68;2 337,65;35,09
99000000000;27.01.2020;71,37;106,41;75,61;37,95;54,4;45,72;34,86;170,68;30,8;51,03;40,48;128,6;36,89;282,29;198,74;0;0;169,66;276,09;0;210,03;382,97;236,91;736,23;72,63;579,31;5,34;0;79,4;19,72;29,85;77,1;5 688,12;4 832,35;5 951,12;2 122,11;383,02;5 025,21;1 360,85;742,98;1 625,16;2 549,20;1 064,89;1 163,51;1 238,70;691,41;2 559,20;2 501,40;722,18;1 022,46;0;0;2 770,75;430,31;0;288,42;408,11;422,2;219,65;6 025,10;518,25;32 795,00;0;1 246,28;469,42;2 770,32;1 840,48;44,58;46,57;47,03;52,95;33 516,91;23 990,10;1 595,19;6,79
99000000000;28.01.2020;64,74;107,29;75,25;33,51;54,72;44,69;34,28;171,71;30,91;50,66;40,63;129,3;36,53;290,96;195,59;0;0;178,76;268,22;0;198,19;396,84;250,45;729,61;72,77;569,11;5,16;142,98;80,07;20,07;28,83;80,33;5 704,63;4 846,67;5 973,14;2 520,61;382,38;5 277,68;1 343,61;731,24;1 728,35;2 790,22;1 037,92;1 178,35;1 268,29;643,83;2 692,20;2 129,28;672,78;1 149,66;0;0;2 523,40;496,22;0;332,46;369,57;307,69;221,1;5 582,03;477,59;31 311,00;25,45;1 426,59;384,12;2 404,45;1 763,70;45,22;46,56;47,02;53;34 800,32;23 897,46;2 411,38;122,91
99000000000;29.01.2020;68,79;110,84;76,65;33,19;55,06;45,06;34,24;168,15;31,29;50,19;41,08;123,5;36,94;285,19;195,41;0;0;180,47;280,97;0;213,84;387,51;237,91;740,62;72,69;586,66;5,25;142,12;77,64;19,66;27,9;83,8;5 707,90;4 853,03;5 930,40;2 371,42;368,77;5 201,93;1 245,14;721,16;1 796,60;2 782,97;1 246,88;1 185,55;1 197,84;685,53;2 721,10;2 462,09;616,96;1 163,19;0;0;2 496,03;509,2;0;310,16;516,76;429,52;216,01;5 612,05;481,16;30 411,00;28,26;1 206,30;467,47;2 538,19;1 757,64;45,38;46,56;47,04;52,98;36 239,14;22 417,37;1 946,55;37,86
99000000000;30.01.2020;66,83;109,44;76,06;33,66;55,41;49,23;34,34;171,74;30,31;47,73;41,27;125,5;36,85;290;195,44;0;141,75;175,36;275,08;0;209,23;400,42;246,65;740,93;73,36;580,01;5,22;0;78,75;19,66;28,23;77,82;5 492,60;4 654,72;5 739,65;2 533,83;401,07;5 496,98;1 326,28;839,88;1 599,08;3 009,33;1 451,23;1 370,75;1 338,92;714,67;3 014,90;3 402,69;672,99;1 058,01;0;140,12;2 678,20;501,18;0;341,32;421,46;389,7;236,22;5 350,26;495,99;33 852,00;0;1 520,17;521,32;2 971,12;1 961,78;45,38;46,57;47,05;52,98;36 503,18;23 224,10;1 975,81;44,36
99000000000;31.01.2020;66,55;109,78;77,77;34,8;52,77;45,24;34,81;176,38;31,04;49,77;42,04;113;36,11;280,94;192,45;0;224,41;177,29;256,23;0;233,04;398,22;244,02;734,05;73,08;574,16;5,07;144,62;77,61;19,99;26,06;86,95;5 556,44;4 718,28;5 740,06;2 869,31;500,06;5 670,42;1 740,77;868,87;1 854,25;3 610,72;1 932,16;1 316,32;1 395,85;823,25;3 651,00;2 811,52;764,61;1 274,20;0;129,22;3 346,51;825,75;0;382,14;458,59;454,65;284,3;6 258,88;715,94;37 131,00;42,35;1 892,28;436,75;3 319,85;2 238,22;45,19;46,56;47,01;52,99;40 657,19;28 460,68;2 753,43;70,01
99000000000;01.02.2020;66,59;116,57;78,44;34,19;55,35;43,4;35,73;186,21;30,98;50,6;46,62;118,8;33,18;269,08;185,66;0;328,47;182,49;272,13;0;209,24;400,11;244,75;691,07;73,28;581,15;5,28;0;80,11;19,72;27,32;88,47;5 788,38;4 921,11;5 975,03;2 932,44;498,73;4 452,31;1 972,85;923,91;2 101,88;3 289,22;1 601,02;1 869,83;1 614,94;792,84;3 280,10;5 043,36;754,8;1 124,83;0;151,13;3 241,34;771,45;0;372,76;371,73;382,71;333,48;5 675,38;660,26;37 786,00;0;1 763,07;517,11;3 399,96;2 135,47;44,59;46,56;47,02;53;35 623,78;27 479,90;2 484,08;77,11
99000000000;02.02.2020;71,16;108,98;77,19;33,34;50,71;46,36;34,31;175,93;30,05;50,87;47,08;120,4;31,5;269,45;186,31;0;0;171,7;272,11;0;206,93;389,73;243,25;746,92;72,17;575,65;4,94;0;77,28;19,2;26,5;78,4;5 713,53;4 855,77;5 928,45;2 177,26;456,44;4 211,65;1 938,46;874,27;1 781,47;3 269,81;745,84;1 539,15;1 502,70;764,11;3 219,20;5 588,76;668,95;1 049,46;0;0;2 473,32;565,86;0;306,33;283,61;299,81;248,33;5 472,83;488,17;38 423,00;0;1 477,79;689,56;2 888,36;1 964,69;45,3;46,67;47,23;53;33 197,91;24 418,37;2 058,54;157,78
99000000000;03.02.2020;66,98;101,38;77,39;33,36;59,4;42,68;35,89;176,78;30,79;55,36;49,16;122,8;37,76;286,42;193,22;0;0;182,04;244,09;0;196,74;402,58;250,42;624,79;73,01;574,84;5,15;143,18;78,87;20,13;27,49;72,81;5 772,41;4 903,15;5 985,74;2 343,28;471,72;5 178,89;1 444,77;668,55;1 947,20;2 613,27;642,85;1 532,43;1 485,84;751,02;3 048,40;2 411,10;645,08;1 049,70;0;0;2 477,68;735,1;0;313,97;369,18;303,68;299,3;5 701,42;451,63;31 745,60;28,97;1 429,00;505,1;3 132,86;1 758,97;45,54;46,65;47,21;52,97;35 722,97;23 702,33;2 295,24;49,08
99000000000;04.02.2020;62,98;102,36;77,66;33,23;48,66;44,36;35,84;177,34;31,71;59,7;51,01;132,1;36,34;295,6;192,08;0;233,24;175,52;267,27;0;195,47;399,07;250,25;739,82;72,86;572,04;5,16;130,84;78,67;19,93;26,87;76,58;5 734,35;4 858,60;6 005,47;2 741,21;482,79;5 340,67;1 425,20;929,22;2 150,06;3 226,92;487,1;1 643,35;1 535,52;796,04;2 924,70;2 786,00;750,12;1 140,05;0;130,76;2 629,87;523,24;0;396,1;400,49;338,38;245,41;5 967,27;499,31;33 103,00;37,43;1 424,52;466,98;3 002,91;1 947,28;45,33;46,69;47,21;52,99;36 734,93;24 057,80;2 175,79;42,13
99000000000;05.02.2020;66,06;113,62;77,84;33,14;53,62;39,36;34,99;180,29;32,64;58,69;51,18;130,8;36,24;291,69;200,57;0;228,76;181,25;262,45;0;195;394,36;239,88;715,02;73,62;569,47;5,18;138,38;78,26;19,56;27,16;76,96;5 728,55;4 855,10;5 986,98;2 678,54;484,77;5 260,58;1 609,64;912,83;2 778,56;3 425,42;354,98;1 616,44;1 540,91;767,02;3 116,20;2 905,43;741,06;1 265,23;0;150,29;2 696,63;604,82;0;421,42;423,6;432,46;236,34;5 804,98;477,81;34 774,00;35,33;1 659,36;624,49;3 287,36;2 025,57;44,7;46,68;47,23;53;32 434,43;22 995,37;1 699,07;9,43
99000000000;06.02.2020;66,94;113,13;76,74;33,83;54,52;45,82;34,84;188,6;34,06;58,31;51,93;131,4;36,45;287,88;202,33;0;0;171,43;263,7;0;193,32;392,45;243,36;744,94;73,47;578,06;5,12;144,68;77,73;20,06;25,78;79,31;5 711,66;4 840,63;5 994,89;2 395,36;444,06;5 633,67;1 496,06;897,14;1 843,89;3 313,98;622,19;1 634,95;1 456,85;836,87;2 873,10;3 106,26;736,67;1 205,10;0;0;2 826,13;646,48;0;428,53;386,66;363,6;242,88;6 048,34;448,12;32 346,00;28,73;1 631,05;649,67;3 114,59;2 179,31;45,39;46,65;47,18;53;36 137,78;23 994,75;1 795,07;127,16
99000000000;07.02.2020;65,48;105,92;79,75;36,65;58,51;44,96;32,7;219,44;36,99;54,8;58,94;125,4;33,99;291,98;191,84;0;252,62;167,6;254,65;0;204,9;392,07;242,32;746,78;74,12;550,5;4,2;141,89;77,55;20,23;27,12;71,41;5 716,43;4 844,27;5 978,10;2 864,37;577,71;6 178,03;2 032,37;940,51;2 131,66;4 463,55;932,07;1 708,50;1 681,66;736,94;3 291,80;6 287,44;787,3;1 447,20;0;200,27;3 618,32;993,39;0;470,93;463,45;473,51;295,06;6 334,56;803,22;67 184,00;49,51;1 959,62;428,76;3 665,68;2 035,42;44,7;46,66;47,22;53;32 239,72;26 212,29;2 243,66;29
99000000000;08.02.2020;66,29;116,45;79,02;33,82;53,94;43,28;32,84;218,45;33,57;56,92;65,47;119,5;34,46;290,32;191,69;0;247,87;178,09;273,07;0;203,18;388,2;241,05;744,29;74,67;570,65;4,5;136,1;79,08;19,78;30,63;84,03;5 757,88;4 885,13;5 969,76;2 809,96;606,51;4 710,02;2 111,09;1 039,27;2 465,33;4 581,16;1 001,55;1 950,49;1 765,00;794,62;3 729,80;5 918,70;760,67;1 160,80;0;180,72;3 425,18;832,86;0;457,04;402,35;413,64;261,32;5 611,90;569,63;58 546,00;48,2;1 997,41;492,32;3 701,04;2 212,84;44,71;46,67;47,19;52,99;31 466,81;24 446,88;2 377,72;49,4
99000000000;09.02.2020;67,15;111,07;76,74;32,18;50,69;43,85;32,89;216,7;37,57;53,9;65,77;120,2;33,99;294,43;187,61;0;0;177,3;270;0;189,43;377,91;237,24;742,93;74,26;569,78;4,19;135,4;78,76;19,48;24,64;72,42;5 888,91;5 010,59;6 115,49;2 417,80;493,86;4 164,07;2 024,06;962,38;1 883,92;3 624,38;580;1 499,91;1 255,17;639,5;3 063,50;4 331,78;622,99;1 040,32;0;0;2 512,37;589,05;0;324,46;318,31;319,17;243,65;5 414,00;407,79;51 586,00;32,84;1 488,29;459,04;2 963,47;1 828,75;44,72;46,65;47,2;52,98;26 881,49;24 055,99;2 185,56;13,78
99000000000;10.02.2020;63,82;106,53;77,36;34,54;58,18;43,13;35,85;223,91;39,37;59,74;67,39;125;35,78;285,66;195,46;0;0;179,3;258,57;0;210,01;378,95;240,42;585,72;75,34;576,18;5,27;142,75;79,62;19,7;32,22;70,99;5 970,47;5 076,73;6 196,13;2 775,87;462,58;5 255,41;1 252,56;704,81;1 788,80;2 428,06;578,84;1 476,55;1 206,25;771,74;2 737,90;2 930,71;659,59;1 179,25;0;0;2 386,11;680,83;0;330,79;390,76;426,64;361,46;5 717,89;432,59;29 575,00;31,79;1 468,74;392,36;3 047,31;1 801,55;45,39;46,67;47,22;52,98;35 768,17;22 444,75;2 269,94;47,56
99000000000;11.02.2020;63,76;111,59;77,21;34,1;50,36;42,83;35,19;233,79;44,2;54,79;67,77;120,6;37,91;299,13;190,15;0;0;173,45;267,3;0;200,61;378,15;243,65;600,61;75,19;542,08;5,4;147,72;81,56;19,65;25,86;71,33;5 928,63;5 044,72;6 135,91;3 100,84;558,3;5 189,47;1 330,99;997,38;2 073,90;2 956,06;571,62;1 488,20;1 200,10;807,2;3 125,80;2 858,92;760,05;1 280,21;0;0;3 229,70;748,79;0;420,58;430,71;364,35;367,97;5 864,17;610,51;29 924,00;30,6;1 720,63;674,97;3 577,12;1 937,93;44,71;46,66;47,18;52,99;30 646,57;24 741,76;1 842,59;114,45
99000000000;12.02.2020;65,7;120,41;76,97;34,31;56,96;42,53;35,63;236,7;36,28;57,58;66,17;128,8;37,41;297,83;196,09;0;190,8;176,92;270,34;0;209,6;377,21;234,03;735,59;76,11;583;5,4;141,04;80,25;19,21;26,53;76,16;5 765,38;4 885,92;6 041,48;2 963,15;493,15;5 494,21;1 307,09;830,13;1 973,32;2 729,36;583,84;1 273,72;1 098,02;828,35;2 955,40;2 997,99;809,68;1 275,53;0;132,14;3 045,36;613,97;0;391,85;440,77;453,56;252,54;5 512,57;461,92;29 357,00;35,64;1 567,50;496,23;3 428,19;2 079,20;45,33;46,68;47,17;52,99;33 453,73;21 234,58;2 470,30;109,89
99000000000;13.02.2020;65,14;125,35;79,84;40,08;53,73;45,74;35,27;237,71;36,43;55,68;67,36;126,2;36,56;327,37;196,68;0;254,6;169,43;270,71;0;198,74;381,62;245,94;734,85;75,54;554,2;5,42;137,49;79,38;20,29;28,11;72,41;5 844,58;4 954,24;6 097,60;2 934,16;498,08;5 536,13;1 522,96;998,4;1 782,61;3 045,36;723,8;1 259,42;1 135,81;859,09;3 353,70;2 847,27;886,9;1 158,60;0;177,15;3 420,49;713,02;0;452,34;448,76;348,18;241,52;5 504,27;647,31;32 502,00;31,42;1 594,62;411,83;3 283,86;2 114,85;44,99;46,68;47,19;53;30 234,47;21 755,38;2 130,87;70,18
99000000000;14.02.2020;64,49;118,2;79,14;33,87;62,18;43,82;34,78;242,05;40,09;58,18;67,11;126,7;34,92;356,62;201,5;0;280,79;178,22;273,91;0;208,4;385,83;231,4;739,01;75,36;591,45;5,48;138,06;80,46;20,04;27,69;72,19;5 925,71;5 030,03;6 187,97;3 139,00;631,83;5 818,27;1 741,86;935,79;2 103,65;3 371,05;979,48;1 591,86;1 473,82;938,51;3 652,20;3 721,12;931,82;1 284,56;0;127,4;3 617,25;785,02;0;513,7;463,38;594,97;301,19;6 415,39;656;34 011,00;41,47;1 840,59;636,83;3 728,32;2 080,16;44,74;46,69;47,24;52,99;36 183,54;27 083,96;2 638,39;73,3
99000000000;15.02.2020;95,18;117,06;81,11;32,74;66,25;54,12;32,6;243,28;57,77;52,72;59,26;94;35,72;240,39;183,07;0;262,07;190,89;263,01;0;206,34;374,08;235,16;742,59;72,74;565,31;7,11;0;80,02;20,54;32,12;91,47;5 757,06;4 909,64;5 830,43;839,78;201,09;1 207,12;758,28;458,38;732,09;1 068,25;472,59;797,39;847,45;309,04;2 819,70;1 335,76;472,74;582,32;0;181,68;1 418,79;600,34;0;91,8;129,29;154,53;124,43;1 677,46;344,92;9 645,00;0;778,57;187,1;1 454,00;1 143,00;44,75;46,68;47,22;0;35 066,74;27 438,78;2 948,74;0
99000000000;16.02.2020;64,22;117,61;77,84;33,94;51,14;46,76;34,64;230,55;36,51;56;65,41;115,7;34,14;289,7;182,36;0;262,73;174,95;271,96;0;204,48;377,67;243,01;727,98;74,54;569,85;5,07;134,14;78,06;19,14;26,99;81,59;5 748,14;4 880,89;5 950,42;2 854,75;547,95;4 370,90;2 100,65;980,45;1 623,88;3 527,50;669,39;1 470,59;1 357,95;915,48;3 294,80;3 374,37;767,8;1 193,31;0;136,37;2 951,82;654,37;0;337,98;336,03;337,58;271,67;5 896,27;505,05;35 592,00;42,33;1 810,41;422,12;3 424,52;2 387,41;44,96;46,66;47,18;53;31 808,70;23 373,49;2 296,92;30,38
99000000000;17.02.2020;65,85;121,79;81,29;34,17;57,46;43,62;35,27;209,46;36,91;56,46;65,97;124,6;36,06;302,62;191,56;0;0;167,51;256,67;0;196,45;385,97;235,14;630,19;75,37;575,2;5,1;136,63;82,35;20,05;28,43;79,63;5 806,63;4 919,39;6 013,57;2 603,66;479,59;5 340,11;1 123,36;746,31;1 495,55;2 962,11;649,72;1 262,59;1 159,36;841,58;2 508,90;2 970,30;673,65;1 124,18;0;0;2 680,92;638,63;0;387,47;366,79;458,74;326,64;5 669,96;526,84;26 277,00;34,4;1 645,08;495,4;2 584,48;2 070,55;44,71;46,66;47,25;53;30 092,81;21 931,18;1 857,68;63,39
99000000000;18.02.2020;62,28;118,48;77,55;34,97;52,87;43,82;35,4;183,6;36,34;56,04;67,1;119,9;36,03;302,98;182,71;0;278,49;174,44;250,07;0;205,29;379,33;241,42;717,36;75,66;570,48;5,19;138,83;80,13;19,6;34,33;82,53;5 779,83;4 907,19;5 982,23;2 537,51;475,4;5 288,90;1 276,04;755,19;1 790,77;2 790,15;972,18;1 334,77;1 179,53;743,58;2 260,20;2 694,15;732,94;1 295,98;0;124,6;2 533,10;700,91;0;380,29;447,64;393,19;230,83;5 617,81;463,57;30 725,00;30,95;1 521,43;457,65;3 009,16;1 941,62;45,37;46,69;47,2;52,99;34 364,15;22 065,06;1 927,17;72,93
99000000000;19.02.2020;68,19;119,86;80,22;34,09;48,12;41,92;35,33;175,91;36,74;57,75;66,38;128,2;35,15;319,2;194,07;0;178,69;174,6;263,96;0;193,73;386,13;244,69;717,74;76,21;559,01;5,4;140,33;80,44;20,01;27,63;77,56;5 742,65;4 861,67;5 962,90;2 278,55;517,94;5 367,27;1 271,09;785,63;1 988,46;2 835,93;987,16;1 327,68;1 122,90;740,85;2 677,00;3 428,33;720,08;1 284,75;0;170,06;2 661,09;557,71;0;396,21;403,58;331,83;241,94;5 426,34;517,64;30 648,00;31,53;1 503,02;339,96;2 966,79;2 001,87;45,57;46,66;47,16;52,99;33 182,97;22 776,63;2 175,34;64,74
99000000000;20.02.2020;70,92;124,48;78,49;34,52;60,73;40,57;35,39;177,97;36,38;61,11;66,25;129;35,25;318,46;203,67;0;315,66;177,71;278,36;0;212,13;371,74;239,5;711,33;76,22;564,79;5,33;138,66;79,92;19,88;28,56;81,31;5 937,88;5 043,09;6 163,54;2 415,58;461,9;4 962,64;1 275,71;677,74;1 870,93;2 837,15;1 336,18;1 278,44;1 255,74;891,69;3 297,00;2 867,10;824,56;1 320,94;0;126,84;3 012,13;679,39;0;385,42;509,28;469,38;262,1;5 636,77;624,22;31 948,00;35,8;1 508,81;570,17;3 286,34;2 228,78;45,4;46,65;47,17;52,99;36 625,53;23 819,67;2 533,05;58,65
